Số Báo Danh, Họ và Tên, Toán, Ngữ Văn, Vật Lý, Hóa Học, Sinh Học, Lịch Sử, Địa Lý, GDCD, KHTN, KHXH, Ngoại Ngữ, Ghi Chú, Tỉnh
BD1201489,,6.6,5.0,,,,4.0,6.0,8.75,,,3.8,N1,BinhDinh
BD1201490,,6.0,4.0,,,,3.5,6.25,8.25,,,4.0,N1,BinhDinh
BD1201491,,4.0,4.0,3.0,3.75,1.5,3.5,6.75,7.5,,,2.6,N1,BinhDinh
BD1201492,,7.6,6.25,3.75,6.0,4.75,,,,,,5.0,N1,BinhDinh
BD1201493,,5.8,7.25,,,,3.0,6.5,8.0,,,5.4,N1,BinhDinh
BD1201494,,4.4,5.0,,,,2.5,6.0,6.25,,,2.6,N1,BinhDinh
BD1201495,,6.6,5.5,5.75,5.0,4.25,,,,,,6.8,N1,BinhDinh
BD1201496,,7.2,5.0,3.75,4.75,5.0,,,,,,4.4,N1,BinhDinh
BD1201497,,3.2,3.5,,,,3.25,4.25,6.25,,,2.0,N1,BinhDinh
BD1201498,,4.2,5.0,2.75,2.25,3.5,4.75,5.75,8.25,,,2.2,N1,BinhDinh
BD1201499,,3.6,4.0,,,,4.25,5.25,6.75,,,3.0,N1,BinhDinh
BD1201500,,5.0,4.25,,,,4.0,5.75,6.75,,,3.8,N1,BinhDinh
BD1201501,,6.8,4.75,6.0,6.5,4.5,,,,,,5.4,N1,BinhDinh
BD1201502,,3.0,5.5,,,,2.75,5.0,6.25,,,3.8,N1,BinhDinh
BD1201503,,5.8,5.25,3.5,3.75,4.5,3.75,5.5,7.5,,,2.4,N1,BinhDinh
BD1201504,,4.0,6.0,,,,4.75,5.75,8.25,,,2.8,N1,BinhDinh
BD1201505,,6.6,5.75,5.5,4.75,4.75,4.0,6.75,7.0,,,3.4,N1,BinhDinh
BD1201506,,5.4,5.75,,,,3.5,4.5,6.75,,,4.4,N1,BinhDinh
BD1201507,,4.0,4.25,2.75,4.0,2.25,2.25,5.5,6.5,,,2.8,N1,BinhDinh
BD1201508,,7.6,6.75,,,,4.75,5.5,7.0,,,7.0,N1,BinhDinh
BD1201509,,7.2,6.25,6.75,7.0,5.5,,,,,,8.8,N1,BinhDinh
BD1201510,,7.2,6.75,,,,8.0,8.5,9.25,,,4.2,N1,BinhDinh
BD1201511,,6.8,6.25,6.5,7.25,5.25,2.5,7.75,8.25,,,6.0,N1,BinhDinh
BD1201512,,6.8,5.5,4.75,3.5,3.0,,,,,,3.0,N1,BinhDinh
BD1201513,,7.4,6.25,6.0,7.75,5.5,,,,,,6.2,N1,BinhDinh
BD1201514,,2.4,3.75,,,,2.5,3.5,,,,,,BinhDinh
BD1201515,,7.6,5.0,4.75,7.0,7.25,,,,,,5.2,N1,BinhDinh
BD1201516,,7.4,6.0,,,,3.0,6.5,8.75,,,6.4,N1,BinhDinh
BD1201517,,5.2,5.25,2.5,2.0,3.75,5.0,6.5,7.5,,,2.8,N1,BinhDinh
BD1201518,,8.2,6.0,7.25,7.25,5.75,,,,,,5.0,N1,BinhDinh
BD1201519,,4.0,3.5,,,,4.75,5.25,5.25,,,2.8,N1,BinhDinh
BD1201520,,5.4,7.0,,,,5.25,5.5,8.75,,,4.0,N1,BinhDinh
BD1201521,,8.0,6.75,6.25,4.0,6.0,,,,,,7.0,N1,BinhDinh
BD1201522,,2.4,3.25,3.0,4.5,3.0,3.75,5.25,6.0,,,3.0,N1,BinhDinh
BD1201523,,5.4,4.0,3.25,3.25,3.25,4.0,6.0,7.25,,,3.6,N1,BinhDinh
BD1201524,,5.6,5.25,3.25,4.75,5.25,4.5,5.75,6.5,,,3.2,N1,BinhDinh
BD1201525,,6.6,6.5,5.25,8.0,3.5,,,,,,8.4,N1,BinhDinh
BD1201526,,2.6,5.25,2.25,2.75,2.0,4.25,6.5,6.75,,,3.0,N1,BinhDinh
BD1201527,,6.0,5.0,,,,6.0,7.75,7.75,,,2.8,N1,BinhDinh
BD1201528,,2.8,3.25,,,,3.25,5.5,7.25,,,2.6,N1,BinhDinh
BD1201529,,2.6,4.0,,,,3.0,5.25,6.5,,,2.6,N1,BinhDinh
BD1201530,,7.0,6.0,6.25,4.5,5.25,3.25,6.0,6.75,,,5.4,N1,BinhDinh
BD1201531,,6.2,6.75,,,,6.0,8.0,9.25,,,4.4,N1,BinhDinh
BD1201532,,4.6,6.0,,,,5.0,4.75,8.25,,,2.0,N1,BinhDinh
BD1201533,,6.4,6.0,,,,8.0,8.0,8.5,,,4.8,N1,BinhDinh
BD1201534,,6.8,6.0,,,,6.25,7.25,7.25,,,5.4,N1,BinhDinh
BD1201535,,2.2,5.0,,,,3.25,3.25,6.5,,,3.6,N1,BinhDinh
BD1201536,,6.6,5.25,4.0,6.0,5.25,,,,,,2.8,N1,BinhDinh
BD1201537,,3.2,5.5,,,,3.75,5.75,8.25,,,4.0,N1,BinhDinh
BD1201538,,6.6,6.0,6.5,5.5,6.0,3.75,4.5,7.5,,,3.8,N1,BinhDinh
BD1201539,,6.2,5.75,,,,5.0,7.0,9.25,,,5.4,N1,BinhDinh
BD1201540,,4.2,3.75,3.0,2.0,3.0,3.25,5.25,7.0,,,3.4,N1,BinhDinh
BD1201541,,5.8,5.25,3.5,2.25,4.0,4.5,6.5,6.5,,,4.2,N1,BinhDinh
BD1201542,,3.4,3.25,,,,3.75,5.0,6.25,,,5.0,N1,BinhDinh
BD1201543,,6.2,6.5,5.0,7.25,4.75,,,,,,3.6,N1,BinhDinh
BD1201544,,7.8,5.0,5.75,8.25,8.0,,,,,,5.2,N1,BinhDinh
BD1201545,,4.0,5.0,3.0,2.5,2.25,2.25,4.75,8.0,,,3.6,N1,BinhDinh
BD1201546,,2.4,3.5,,,,3.25,6.5,6.5,,,2.2,N1,BinhDinh
BD1201547,,6.2,5.5,4.0,4.25,5.5,,,,,,4.6,N1,BinhDinh
BD1201548,,4.0,5.0,3.0,3.5,3.5,5.25,7.0,7.75,,,2.6,N1,BinhDinh
BD1201549,,5.6,4.25,,,,4.25,5.75,9.0,,,3.6,N1,BinhDinh
BD1201550,,7.4,6.5,6.75,7.0,6.5,,,,,,6.0,N1,BinhDinh
BD1201551,,1.6,2.5,,,,4.0,4.0,5.25,,,2.2,N1,BinhDinh
BD1201552,,7.0,7.5,,,,5.0,4.75,9.0,,,7.4,N1,BinhDinh
BD1201553,,5.8,5.25,3.75,3.75,3.5,5.75,6.0,8.25,,,3.0,N1,BinhDinh
BD1201554,,6.6,5.5,,,,4.25,5.5,8.75,,,3.8,N1,BinhDinh
BD1201555,,7.4,5.75,,,,3.75,7.5,6.25,,,3.6,N1,BinhDinh
BD1201556,,3.8,4.0,,,,1.25,5.5,,,,,,BinhDinh
BD1201557,,7.6,6.25,5.5,5.25,5.0,,,,,,6.8,N1,BinhDinh
BD1201558,,5.2,6.25,,,,3.5,4.75,8.0,,,4.4,N1,BinhDinh
BD1201559,,4.6,4.75,,,,3.75,7.5,7.5,,,4.8,N1,BinhDinh
BD1201560,,4.4,6.0,,,,4.75,5.5,7.25,,,4.8,N1,BinhDinh
BD1201561,,4.6,5.0,,,,3.75,6.0,7.75,,,5.2,N1,BinhDinh
BD1201562,,8.8,6.5,8.0,8.0,4.75,,,,,,5.4,N1,BinhDinh
BD1201563,,5.8,6.0,,,,3.5,7.0,8.75,,,3.4,N1,BinhDinh
BD1201564,,6.2,6.25,,,,4.75,8.0,9.75,,,5.0,N1,BinhDinh
BD1201565,,8.4,6.0,3.75,7.0,4.75,,,,,,7.2,N1,BinhDinh
BD1201566,,6.2,6.25,6.0,3.25,5.75,,,,,,5.8,N1,BinhDinh
BD1201567,,5.0,5.75,,,,5.5,5.25,7.75,,,3.8,N1,BinhDinh
BD1201568,,8.0,6.25,6.75,7.0,7.75,,,,,,6.6,N1,BinhDinh
BD1201569,,5.0,5.5,1.75,4.0,3.0,3.0,4.0,4.75,,,3.6,N1,BinhDinh
BD1201570,,6.6,4.5,5.0,5.0,3.5,,,,,,4.0,N1,BinhDinh
BD1201571,,6.4,6.0,,,,5.5,7.0,8.5,,,2.8,N1,BinhDinh
BD1201572,,7.0,4.75,5.75,7.75,5.25,,,,,,5.4,N1,BinhDinh
BD1201573,,3.2,3.75,2.5,2.75,2.5,4.0,5.5,7.5,,,3.2,N1,BinhDinh
BD1201574,,7.0,6.75,,,,3.25,6.0,8.0,,,3.8,N1,BinhDinh
BD1201575,,3.0,4.75,,,,2.25,5.5,6.0,,,3.8,N1,Bi
